id,chapter,section,subsection,page,text,text_clean,word_count
p1262,Part 10: Majors and Courses,Course Descriptions,SOCIOL 211 Social Inequality (4 credits),385,"Variations in the structure of inequality over time and across nations shape the way people behave, the interactions they have every day, and the challenges they will face across the life course. Inequality shapes and is shaped by educational institutions, economic development, work institutions, and state welfare programs. This course explores the nature, forms, and socioeconomic bases of inequality and social stratification. It pays particular attention to age, gender, race, ethnicity, class, region, and family as dimensions of inequality. The course pays particular attention to the degree to which people are able to change positions in the social structure over time.","Variations in the structure of inequality over time and across nations shape the way people behave, the interactions they have every day, and the challenges they will face across the life course. Inequality shapes and is shaped by educational institutions, economic development, work institutions, and state welfare programs. This course explores the nature, forms, and socioeconomic bases of inequality and social stratification. It pays particular attention to age, gender, race, ethnicity, class, region, and family as dimensions of inequality. The course pays particular attention to the degree to which people are able to change positions in the social structure over time.",101
p1263,Part 10: Majors and Courses,Course Descriptions,"SOCIOL 301 Race, Ethnicity, and Citizenship (4 credits)",385,"Race, ethnicity, and citizenship structure interactions and social change in all countries, and they also condition the forms of interaction that determine global processes and well-being. This course provides a critical framework to access origins, manifestations and evolution of race, ethnicity and citizenship. The course reviews and addresses the origins of and theoretical orientations of race, ethnicity and citizenship as constructs with social and political implications. It examines different","Race, ethnicity, and citizenship structure interactions and social change in all countries, and they also condition the forms of interaction that determine global processes and well-being. This course provides a critical framework to access origins, manifestations and evolution of race, ethnicity and citizenship. The course reviews and addresses the origins of and theoretical orientations of race, ethnicity and citizenship as constructs with social and political implications. It examines different",69
p1264,Part 10: Majors and Courses,Course Descriptions,"SOCIOL 301 Race, Ethnicity, and Citizenship (4 credits)",386,"ethnographies as well as quantitative studies to pinpoint how social scientists actually examine and draws conclusions about race, ethnicity and citizenship.","ethnographies as well as quantitative studies to pinpoint how social scientists actually examine and draws conclusions about race, ethnicity and citizenship.",21
p1265,Part 10: Majors and Courses,Course Descriptions,SOCIOL 305 Theory and Society (4 credits),386,"This course exposes students to major classical and modern social theorists from the Enlightenment to the present. The course pays particular attention to theories seeking to follow models of the natural sciences and those seeking a more critical and interpretive understanding of modern society. Topics also include examining how sociological theory relates to other modern currents, such as conservatism, socialism, existentialism, anti-colonialism, feminism, post-modernism.","This course exposes students to major classical and modern social theorists from the Enlightenment to the present. The course pays particular attention to theories seeking to follow models of the natural sciences and those seeking a more critical and interpretive understanding of modern society. Topics also include examining how sociological theory relates to other modern currents, such as conservatism, socialism, existentialism, anti-colonialism, feminism, post-modernism.",64
p1266,Part 10: Majors and Courses,Course Descriptions,SOCIOL 306 Contemporary Population Problems (4 credits),386,"Demography is an interdisciplinary field that intersects with sociology, economics, population health, statistics, and mathematics. The population issues, such as aging, population decline, fertility, and migration, also associate with economic development and policy making in different countries. This course will review key population problems in contemporary industrialized and developing societies. The following issues can be discussed in the course: the end of population growth, population aging, mortality in developed and developing countries, migration, and urbanization.","Demography is an interdisciplinary field that intersects with sociology, economics, population health, statistics, and mathematics. The population issues, such as aging, population decline, fertility, and migration, also associate with economic development and policy making in different countries. This course will review key population problems in contemporary industrialized and developing societies. The following issues can be discussed in the course: the end of population growth, population aging, mortality in developed and developing countries, migration, and urbanization.",75
p1267,Part 10: Majors and Courses,Course Descriptions,SPANISH 25 Advanced Intermediate Spanish (4 credits),387,Credit for Advanced Placement on the basis of the College Board Examination in Spanish.,Credit for Advanced Placement on the basis of the College Board Examination in Spanish.,14
p1268,Part 10: Majors and Courses,Course Descriptions,STATS 20 Basic Statistics and Quantitative Literacy (4 credits),388,Credit for Advanced Placement on the basis of the College Board Examination in Statistics (Score of 5).,Credit for Advanced Placement on the basis of the College Board Examination in Statistics (Score of 5).,17
p1269,Part 10: Majors and Courses,Course Descriptions,STATS 101 Introduction to Applied Statistical Methods (4 credits),388,"This course will introduce students to common statistics used in social science research articles and the media with the goal of making them informed and critical consumers of research results reported by various sources. Students will gain understanding of the conceptual basis and purpose of different statistics, as well as the formulas for deriving them. The relationship of statistical analysis to other components of the research process will be explicated. The course will be taught using team-based learning with an emphasis on the application of new concepts, knowledge, and skills in the classroom. Application activities will include interpreting statistics presented in tables and graphics in research articles and the media, critiquing conclusions drawn from statistics, and using statistical software, such as SPSS or Stata, to conduct statistical tests and generate tables and graphics.","This course will introduce students to common statistics used in social science research articles and the media with the goal of making them informed and critical consumers of research results reported by various sources. Students will gain understanding of the conceptual basis and purpose of different statistics, as well as the formulas for deriving them. The relationship of statistical analysis to other components of the research process will be explicated. The course will be taught using team-based learning with an emphasis on the application of new concepts, knowledge, and skills in the classroom. Application activities will include interpreting statistics presented in tables and graphics in research articles and the media, critiquing conclusions drawn from statistics, and using statistical software, such as SPSS or Stata, to conduct statistical tests and generate tables and graphics.",133
p1270,Part 10: Majors and Courses,Course Descriptions,STATS 102 Introduction to Data Science (4 credits),388,"As an introductory course in data science, this course will show students not only the big picture of data science but also the detailed essential skills of loading, cleaning, manipulating, visualizing, analyzing and interpreting data with hands on programming experience.","As an introductory course in data science, this course will show students not only the big picture of data science but also the detailed essential skills of loading, cleaning, manipulating, visualizing, analyzing and interpreting data with hands on programming experience.",40
p1271,Part 10: Majors and Courses,Course Descriptions,STATS 102 Introduction to Data Science (4 credits),388,Prerequisite(s): None. Not open to students who have credit for COMPSCI 101.,Prerequisite(s): None. Not open to students who have credit for COMPSCI 101.,12
p1272,Part 10: Majors and Courses,Course Descriptions,STATS 201 Introduction to Machine Learning for Social Science (4 credits),388,"In almost every field, there is a need to draw inference from or make decisions based on data. The goal of this course is to provide an introduction to machine learning that is approachable to diverse disciplines and empowers students to become proficient in the foundational concepts and tools while working with interdisciplinary real-world data. You will learn to (a) structure a machine learning problem, (b) determine which algorithmic tools are applicable to a given problem, (c) apply those algorithmic tools to diverse, interdisciplinary data examples, (d) evaluate the performance of your solution, and (e) how to accurately interpret and communicate your results. This course is a fast-paced, applied introduction to machine learning that arms you with the basic skills you will need in practice to both conduct analyses and effectively communicate your results.","In almost every field, there is a need to draw inference from or make decisions based on data. The goal of this course is to provide an introduction to machine learning that is approachable to diverse disciplines and empowers students to become proficient in the foundational concepts and tools while working with interdisciplinary real-world data. You will learn to (a) structure a machine learning problem, (b) determine which algorithmic tools are applicable to a given problem, (c) apply those algorithmic tools to diverse, interdisciplinary data examples, (d) evaluate the performance of your solution, and (e) how to accurately interpret and communicate your results. This course is a fast-paced, applied introduction to machine learning that arms you with the basic skills you will need in practice to both conduct analyses and effectively communicate your results.",134
p1273,Part 10: Majors and Courses,Course Descriptions,"STATS 210 Probability, Random Variables and Stochastic Processes (4 credits)",389,"This course covers probability models, random variables with discrete and continuous distributions, independence, joint distributions, conditional distributions, expectations, functions of random variables, central limit theorem, stochastic processes, random walks, and Markov chains.","This course covers probability models, random variables with discrete and continuous distributions, independence, joint distributions, conditional distributions, expectations, functions of random variables, central limit theorem, stochastic processes, random walks, and Markov chains.",32
p1274,Part 10: Majors and Courses,Course Descriptions,"STATS 210 Probability, Random Variables and Stochastic Processes (4 credits)",389,Prerequisite(s): MATH 205. COMPSCI 201 or COMPSCI 101 or STATS 102 is recommended.,Prerequisite(s): MATH 205. COMPSCI 201 or COMPSCI 101 or STATS 102 is recommended.,13
p1275,Part 10: Majors and Courses,Course Descriptions,STATS 301 Statistics (4 credits),389,"An introduction to the concepts, theory, and application of statistical inference, including the structure of statistical problems, probability modeling, data analysis and statistical computing, and linear regression. Inference from the viewpoint of Bayesian statistics, with some discussion of sampling theory methods and comparative inference. Applications to problems in various fields.","An introduction to the concepts, theory, and application of statistical inference, including the structure of statistical problems, probability modeling, data analysis and statistical computing, and linear regression. Inference from the viewpoint of Bayesian statistics, with some discussion of sampling theory methods and comparative inference. Applications to problems in various fields.",50
p1276,Part 10: Majors and Courses,Course Descriptions,STATS 302 Principles of Machine Learning (4 credits),389,"This course covers maximum likelihood estimation, linear discriminant analysis, logistic regression, support vector machine, decision tree, linear regression, Bayesian inference, unsupervised learning, and semi-supervised learning. Students are not allowed to take both MATH 405 and STATS 302 because of the content overlap. Students who are planning to major in Data Science should take STATS 302.","This course covers maximum likelihood estimation, linear discriminant analysis, logistic regression, support vector machine, decision tree, linear regression, Bayesian inference, unsupervised learning, and semi-supervised learning. Students are not allowed to take both MATH 405 and STATS 302 because of the content overlap. Students who are planning to major in Data Science should take STATS 302.",55
p1277,Part 10: Majors and Courses,Course Descriptions,STATS 302 Principles of Machine Learning (4 credits),389,"Prerequisite(s): COMPSCI 201, STATS 210; and Pre or Co-requisite(s): MATH 304, MATH 305. Anti-requisite: MATH 405","Prerequisite(s): COMPSCI 201, STATS 210; and Pre or Co-requisite(s): MATH 304, MATH 305. Anti-requisite: MATH 405",16
p1278,Part 10: Majors and Courses,Course Descriptions,STATS 303 Statistical Machine Learning (4 credits),389,"This course covers statistical inference, parametric method, sparsity, nonparametric methods, learning theory, kernel methods, computation algorithms and advanced learning topics.","This course covers statistical inference, parametric method, sparsity, nonparametric methods, learning theory, kernel methods, computation algorithms and advanced learning topics.",20
p1279,Part 10: Majors and Courses,Course Descriptions,STATS 304 Bayesian and Modern Statistics (4 credits),389,"This course covers Bayesian inference, prior and posterior distributions, multi-level models, model checking and selection, and stochastic simulation by Markov Chain Monte Carlo.","This course covers Bayesian inference, prior and posterior distributions, multi-level models, model checking and selection, and stochastic simulation by Markov Chain Monte Carlo.",23
p1280,Part 10: Majors and Courses,Course Descriptions,STATS 305 Study Design: Design of Surveys and Causal Studies (4 credits),389,"Investigation of study designs collecting data and their implications for statistical inference. Design and analysis of surveys of populations, including stratification, clustering, multi-stage sampling, design-based inference, considerations when analyzing convenience samples and big","Investigation of study designs collecting data and their implications for statistical inference. Design and analysis of surveys of populations, including stratification, clustering, multi-stage sampling, design-based inference, considerations when analyzing convenience samples and big",33
p1281,Part 10: Majors and Courses,Course Descriptions,STATS 305 Study Design: Design of Surveys and Causal Studies (4 credits),390,"data. Design and analysis of causal studies including randomized experiments, blocking, fractional factorial designs, non-randomized studies, propensity score analysis. Applications involving big data, health, policy, natural and social sciences.","data. Design and analysis of causal studies including randomized experiments, blocking, fractional factorial designs, non-randomized studies, propensity score analysis. Applications involving big data, health, policy, natural and social sciences.",29
p1282,Part 10: Majors and Courses,Course Descriptions,STATS 401 Data Acquisition and Visualization (4 credits),390,"This course introduces the principles and methodologies for data acquisition and visualization, along with tools and techniques used to clean and process data for visual analysis. It also covers the practical software tools and languages such as Tableau, OpenRefine and Python/Matlab.","This course introduces the principles and methodologies for data acquisition and visualization, along with tools and techniques used to clean and process data for visual analysis. It also covers the practical software tools and languages such as Tableau, OpenRefine and Python/Matlab.",41
p1283,Part 10: Majors and Courses,Course Descriptions,STATS 402 Interdisciplinary Data Analysis (4 credits),390,"This course covers interdisciplinary applications of data analysis for social science, behavioral modeling, health care, financial modeling, advanced manufacturing, etc. Students are expected to solve a number of practical problems by implementing data algorithms with R during their course projects.","This course covers interdisciplinary applications of data analysis for social science, behavioral modeling, health care, financial modeling, advanced manufacturing, etc. Students are expected to solve a number of practical problems by implementing data algorithms with R during their course projects.",40
p1284,Part 10: Majors and Courses,Course Descriptions,STATS 403 Deep Learning (4 credits),390,"This course covers neural network, deep belief network, Boltzmann machine, convolutional neural network, recurrent neural network, and deep learning applications for speech, image, video, etc.","This course covers neural network, deep belief network, Boltzmann machine, convolutional neural network, recurrent neural network, and deep learning applications for speech, image, video, etc.",25
p1285,Part 10: Majors and Courses,Course Descriptions,STATS 404 Probabilistic Graphical Models (4 credits),390,"This course covers Bayesian network, Markov random field, Gaussian graphical model, message passing, generalized linear model, expectation-maximization, factor analysis, state space model, conditional random field, variational inference, approximate inference, Dirichlet process, kernel graphical model and spectral algorithm.","This course covers Bayesian network, Markov random field, Gaussian graphical model, message passing, generalized linear model, expectation-maximization, factor analysis, state space model, conditional random field, variational inference, approximate inference, Dirichlet process, kernel graphical model and spectral algorithm.",37
p1286,Part 10: Majors and Courses,Course Descriptions,TLANG 191 – Independent Study in Third Language 1 (4 credits),391,"This is a guided independent study course in which learners will learn basic skills in the target language. The specific goals and other aspects of the course (e.g. materials, learning methods) to be determined through discussion between the learner and instructor, but normally learners in this course will learn how to introduce themselves, manage daily interactions, and deal with daily life issues; in other words, the course will cover the amount and type of material normal for a first term language course. The target language must be one which faculty in the Language Learning Studio are able to speak and can provide coaching for. This course is for students whose Third Language track students, i.e. those whose English and Chinese language proficiency is such that they need no further study of these languages.","This is a guided independent study course in which learners will learn basic skills in the target language. The specific goals and other aspects of the course (e.g. materials, learning methods) to be determined through discussion between the learner and instructor, but normally learners in this course will learn how to introduce themselves, manage daily interactions, and deal with daily life issues; in other words, the course will cover the amount and type of material normal for a first term language course. The target language must be one which faculty in the Language Learning Studio are able to speak and can provide coaching for. This course is for students whose Third Language track students, i.e. those whose English and Chinese language proficiency is such that they need no further study of these languages.",133
p1287,Part 10: Majors and Courses,Course Descriptions,TLANG 192 – Independent Study in Third Language 2 (4 credits),391,"In this guided independent study course students will master the skills and language knowledge normally covered in a second term language course. While the specific goals and other aspects of the course (e.g. materials, learning methods) will be determined through discussion between the learner and instructor, normally learners in this course will learn how to carry on social conversation about themselves and their lives. The target language must be one which faculty in the Language This is a guided independent study course in which learners will learn basic oral and/or written skills for managing common social interactions in the target language.","In this guided independent study course students will master the skills and language knowledge normally covered in a second term language course. While the specific goals and other aspects of the course (e.g. materials, learning methods) will be determined through discussion between the learner and instructor, normally learners in this course will learn how to carry on social conversation about themselves and their lives. The target language must be one which faculty in the Language This is a guided independent study course in which learners will learn basic oral and/or written skills for managing common social interactions in the target language.",101
p1288,Part 10: Majors and Courses,Course Descriptions,TLANG 192 – Independent Study in Third Language 2 (4 credits),391,"The specific goals and other aspects of the course (e.g. materials, learning methods) to be determined through discussion between the learner and instructor, but essentially the course will cover the amount and type of material normal for a second-level language course. The target language must be one which faculty in the Language Learning Studio are able to speak and can provide coaching for. This course is for Third Language track students.","The specific goals and other aspects of the course (e.g. materials, learning methods) to be determined through discussion between the learner and instructor, but essentially the course will cover the amount and type of material normal for a second-level language course. The target language must be one which faculty in the Language Learning Studio are able to speak and can provide coaching for. This course is for Third Language track students.",71
p1289,Part 10: Majors and Courses,Course Descriptions,TLANG 291 – Independent Study in Third Language 3 (4 credits),391,"In this guided independent study course students will master the skills and language knowledge normally covered in a third term language course. While the specific goals and other aspects of the course (e.g. materials, learning methods) will be determined through discussion between the learner and instructor, normally learners in this course will learn how to communicate about topics such as school life, work, travel and so forth. The target language must be one which faculty in the Language Learning Studio are able to speak and can provide coaching for. This course is for is for Third Language track students.","In this guided independent study course students will master the skills and language knowledge normally covered in a third term language course. While the specific goals and other aspects of the course (e.g. materials, learning methods) will be determined through discussion between the learner and instructor, normally learners in this course will learn how to communicate about topics such as school life, work, travel and so forth. The target language must be one which faculty in the Language Learning Studio are able to speak and can provide coaching for. This course is for is for Third Language track students.",99
p1290,Part 10: Majors and Courses,Course Descriptions,TLANG 292 – Independent Study in Third Language 4 (4 credits),392,"In this guided independent study course students will master the skills and language knowledge normally covered in a fourth term language course. While the specific goals and other aspects of the course (e.g. materials, learning methods) will be determined through discussion between the learner and instructor, normally learners in this course will learn how to communicate about topics such as one’s country and community, social issues, and so forth. This is a guided independent study course in which learners will learn basic oral and/or written skills for talking about topics such as school life, work, travel and so forth.","In this guided independent study course students will master the skills and language knowledge normally covered in a fourth term language course. While the specific goals and other aspects of the course (e.g. materials, learning methods) will be determined through discussion between the learner and instructor, normally learners in this course will learn how to communicate about topics such as one’s country and community, social issues, and so forth. This is a guided independent study course in which learners will learn basic oral and/or written skills for talking about topics such as school life, work, travel and so forth.",99
p1291,Part 10: Majors and Courses,Course Descriptions,USTUD 210 American Musicals (4 credits),393,"This course examines the history of American musicals, focusing on the period from Show Boat to Sondheim with attention to poetics, aesthetics, and politics. It demonstrates how the American musical has functioned as a popular representation of key themes such as immigration, race and gender and sexual diversity. Students will learn to identify historical and cultural references, and place the evolution of the musical in its proper social and historical context, including the significance of Broadway and New York in the popular American cultural imagination. Students learn to interpret music as text and understand the relationship of musical theater to other musical forms such as blues, jazz, pop and rock.","This course examines the history of American musicals, focusing on the period from Show Boat to Sondheim with attention to poetics, aesthetics, and politics. It demonstrates how the American musical has functioned as a popular representation of key themes such as immigration, race and gender and sexual diversity. Students will learn to identify historical and cultural references, and place the evolution of the musical in its proper social and historical context, including the significance of Broadway and New York in the popular American cultural imagination. Students learn to interpret music as text and understand the relationship of musical theater to other musical forms such as blues, jazz, pop and rock.",110
p1292,Part 10: Majors and Courses,Course Descriptions,USTUD 301 The Western Across Boundaries (4 credits),393,"This course studies the film genre that has, for better and for worse, defined what it means to be an American for Americans themselves and for the rest of the world. It places these films in the historical context of the American westward expansion, and the genocide of native Americans. It examines these films through the myths of the American pioneer, rugged individualism, heroic masculinity, and drama of the American landscape. By focusing on the concept of crossing boundaries, the course analyzes the concept of the frontier, the representation of frontier communities including Chinese and Irish immigrants, Hispanic peoples and native Americans.","This course studies the film genre that has, for better and for worse, defined what it means to be an American for Americans themselves and for the rest of the world. It places these films in the historical context of the American westward expansion, and the genocide of native Americans. It examines these films through the myths of the American pioneer, rugged individualism, heroic masculinity, and drama of the American landscape. By focusing on the concept of crossing boundaries, the course analyzes the concept of the frontier, the representation of frontier communities including Chinese and Irish immigrants, Hispanic peoples and native Americans.",102
p1293,Part 10: Majors and Courses,Course Descriptions,USTUD 390 Junior Seminar: Advanced Topics,393,This seminar is a core component of the interdisciplinary major in US Studies. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all juniors in the major. Other students may enroll with the permission of the instructor.,This seminar is a core component of the interdisciplinary major in US Studies. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all juniors in the major. Other students may enroll with the permission of the instructor.,115
p1294,Part 10: Majors and Courses,Course Descriptions,USTUD 490 Senior Seminar: Advanced Topics,393,This seminar is a core component of the interdisciplinary major in US Studies. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,This seminar is a core component of the interdisciplinary major in US Studies. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,115
p1295,Part 10: Majors and Courses,Course Descriptions,WOC 104 Introduction to University Writing for International Students (2 credits),394,"This is an introductory academic writing course designed for international students who attended high schools where English was not the medium of instruction, and have not previously studied academic writing in English. It is designed to help equip students with the academic reading & writing skills in English that they need to succeed in their DKU courses. This content-based language course is focused on the topic of language learning motivation. Through academic reading, writing papers, and delivering presentations which explore theories and narratives on language learning, students will become well prepared to meet the academic expectations of their DKU professors.","This is an introductory academic writing course designed for international students who attended high schools where English was not the medium of instruction, and have not previously studied academic writing in English. It is designed to help equip students with the academic reading & writing skills in English that they need to succeed in their DKU courses. This content-based language course is focused on the topic of language learning motivation. Through academic reading, writing papers, and delivering presentations which explore theories and narratives on language learning, students will become well prepared to meet the academic expectations of their DKU professors.",100
p1296,Part 10: Majors and Courses,Course Descriptions,WOC 110 Should We Care About Endangered Languages (2 credits),394,"This course examines the issue of endangered languages, in particular whether or not it is important to be concerned about the decreasing number of languages in the world. Through studying this issue, staking out positions, and making cases for those positions, students will build their ability to present clear and effective arguments in papers and oral presentations.","This course examines the issue of endangered languages, in particular whether or not it is important to be concerned about the decreasing number of languages in the world. Through studying this issue, staking out positions, and making cases for those positions, students will build their ability to present clear and effective arguments in papers and oral presentations.",57
p1297,Part 10: Majors and Courses,Course Descriptions,WOC 190 Special Topics in Writing (2 credits),394,This is a theme-based writing seminar course through which students strengthen their creative or expository writing skills through exploration of a topic chosen by the instructor. This course is open to all undergraduate students.,This is a theme-based writing seminar course through which students strengthen their creative or expository writing skills through exploration of a topic chosen by the instructor. This course is open to all undergraduate students.,34
p1298,Part 10: Majors and Courses,Course Descriptions,WOC 201 Academic Writing 1: Argumentation Across Disciplines (2 credits),394,"This course aims to help students become better academic writers by exploring how the features of a persuasive argument vary across the sciences, humanities, and social sciences. The course will first explore fundamental features of argumentative writing for a general audience, including organizational structure and language. Fundamentals in mind, the second half of the course explores how these ideas and practices can be adapted for specific academic purposes. The course will seek answers to the following questions: How do the means of persuasion change depending on the audience? How do disciplinary goals shape arguments? How do cultural and language differences influence persuasion in different contexts? How do citation and style conventions differ across disciplinary contexts and why?","This course aims to help students become better academic writers by exploring how the features of a persuasive argument vary across the sciences, humanities, and social sciences. The course will first explore fundamental features of argumentative writing for a general audience, including organizational structure and language. Fundamentals in mind, the second half of the course explores how these ideas and practices can be adapted for specific academic purposes. The course will seek answers to the following questions: How do the means of persuasion change depending on the audience? How do disciplinary goals shape arguments? How do cultural and language differences influence persuasion in different contexts? How do citation and style conventions differ across disciplinary contexts and why?",117
p1299,Part 10: Majors and Courses,Course Descriptions,WOC 201 Academic Writing 1: Argumentation Across Disciplines (2 credits),395,WOC 202 Academic Writing 2: Genre & Structure Across Disciplines (2 credits),WOC 202 Academic Writing 2: Genre & Structure Across Disciplines (2 credits),12
p1300,Part 10: Majors and Courses,Course Descriptions,WOC 201 Academic Writing 1: Argumentation Across Disciplines (2 credits),395,"Genre & Structure Across Disciplines examines how genre knowledge can contribute to the construction of persuasive academic texts. It is a continuation of WOC201, adding genre knowledge and organizational strategies to previous discussions of the rhetorical and linguistic features of academic writing. Firstly, we explore the concepts of ‘moves’ in academic writing, including the CARS model, problem-solution, and general-specific texts. Secondly, we connect the ideas of moves to rhetoric & persuasion, exploring the concepts of literacy, discourse communities, intertextuality, and genre sets. The final project is a collaborative guide to writing across disciplines for the WLS and the DKU community.","Genre & Structure Across Disciplines examines how genre knowledge can contribute to the construction of persuasive academic texts. It is a continuation of WOC201, adding genre knowledge and organizational strategies to previous discussions of the rhetorical and linguistic features of academic writing. Firstly, we explore the concepts of ‘moves’ in academic writing, including the CARS model, problem-solution, and general-specific texts. Secondly, we connect the ideas of moves to rhetoric & persuasion, exploring the concepts of literacy, discourse communities, intertextuality, and genre sets. The final project is a collaborative guide to writing across disciplines for the WLS and the DKU community.",100
p1301,Part 10: Majors and Courses,Course Descriptions,WOC 201 Academic Writing 1: Argumentation Across Disciplines (2 credits),395,Prerequisite(s): Must complete WOC 201 (Academic Writing 1: Argumentation Across Disciplines) with a grade of B or higher.,Prerequisite(s): Must complete WOC 201 (Academic Writing 1: Argumentation Across Disciplines) with a grade of B or higher.,18
p1302,Part 10: Majors and Courses,Course Descriptions,WOC 205 Writing about Endangered Languages (4 credits),395,"Through study of endangered languages, this course will help students improve their ability to research an issue by using library resources in multiple languages, and to write a well-grounded and persuasive course paper in which students make a case for their position on this issue; students will also improve their ability to make their case through a well-informed and persuasive oral presentation. Last but not least, through study of this issue, students will learn more about the role of languages in today’s globalizing world.","Through study of endangered languages, this course will help students improve their ability to research an issue by using library resources in multiple languages, and to write a well-grounded and persuasive course paper in which students make a case for their position on this issue; students will also improve their ability to make their case through a well-informed and persuasive oral presentation. Last but not least, through study of this issue, students will learn more about the role of languages in today’s globalizing world.",84
p1303,Part 10: Majors and Courses,Course Descriptions,WOC 206 Debating Scenarios for Sustainable Futures (2 credits),395,"This course will focus on the fundamentals of argumentation, refutation, and value and impact analysis. Rather than allowing debates to end with a winner, however, students will also explore the importance of reconciliation with consensus-building tasks that generate alternative solutions by considering all stakeholder perspectives and suggesting amicable resolutions to these debates.","This course will focus on the fundamentals of argumentation, refutation, and value and impact analysis. Rather than allowing debates to end with a winner, however, students will also explore the importance of reconciliation with consensus-building tasks that generate alternative solutions by considering all stakeholder perspectives and suggesting amicable resolutions to these debates.",52
p1304,Part 10: Majors and Courses,Course Descriptions,WOC 208 An Introduction to Language Teaching (2 credits),395,"This course introduces the key components of language teaching to students who have an interest in teaching languages and who may wish to engage in language teaching assignments either during or after their DKU studies. Based on the Cambridge English Teaching Framework and using English as the main language of focus, the course is rooted in pedagogical theory focusing on practical knowledge and teaching skills that can be easily applied to the teaching of various languages (i.e. not only teaching English). The primary objective of the course is to build students’ awareness of what effective language teaching is and to equip them with the essential skills needed to start teaching.","This course introduces the key components of language teaching to students who have an interest in teaching languages and who may wish to engage in language teaching assignments either during or after their DKU studies. Based on the Cambridge English Teaching Framework and using English as the main language of focus, the course is rooted in pedagogical theory focusing on practical knowledge and teaching skills that can be easily applied to the teaching of various languages (i.e. not only teaching English). The primary objective of the course is to build students’ awareness of what effective language teaching is and to equip them with the essential skills needed to start teaching.",110
p1305,Part 10: Majors and Courses,Course Descriptions,WOC 211 Composing Research 1: Developing a Research Proposal (2 credits),396,"WOC 211 aims at preparing students for their signature work at DKU and similar projects. This research preparedness course will engage students with writing on the research process and guide them in producing a research proposal on their chosen topics. Students will search for and evaluate relevant literature, store and manage references, frame the research question(s), and determine research approaches. Students will develop their critical thinking, problem-solving, teamwork, and communication skills during the research proposal writing process. These learning modules will help students learn how to engage in academic conversations and contribute to the existing literature.","WOC 211 aims at preparing students for their signature work at DKU and similar projects. This research preparedness course will engage students with writing on the research process and guide them in producing a research proposal on their chosen topics. Students will search for and evaluate relevant literature, store and manage references, frame the research question(s), and determine research approaches. Students will develop their critical thinking, problem-solving, teamwork, and communication skills during the research proposal writing process. These learning modules will help students learn how to engage in academic conversations and contribute to the existing literature.",96
p1306,Part 10: Majors and Courses,Course Descriptions,WOC 213 From Text to World: Editing and Publishing (2 credits),396,"In this course students will learn the fundamentals of editing while working together to produce a publication (anthology or journal/magazine issue) that showcases the talents of DKU's student writers. Students will learn how to give more effective feedback, edit for style and content, and consider texts from a potential reader's perspective, while following the journey of a written text from the writer's conception to the editors' curation and finally into print. Each student will undertake an independent writing project upon which they will practice the editing and revision skills we learn in this class. Students are encouraged to contact the instructor in advance to learn about the publication's theme for a given session and to discuss their potential independent project.","In this course students will learn the fundamentals of editing while working together to produce a publication (anthology or journal/magazine issue) that showcases the talents of DKU's student writers. Students will learn how to give more effective feedback, edit for style and content, and consider texts from a potential reader's perspective, while following the journey of a written text from the writer's conception to the editors' curation and finally into print. Each student will undertake an independent writing project upon which they will practice the editing and revision skills we learn in this class. Students are encouraged to contact the instructor in advance to learn about the publication's theme for a given session and to discuss their potential independent project.",120
