id,chapter,section,subsection,page,text,text_clean,word_count,x,y,cluster,neighbors,display_section
p1039,Part 10: Majors and Courses,Course Descriptions,MEDIART 301 Experimental Filmmaking (4 credits),334,"This course engages with poetic and experimental image-making, utilizing techniques that trace a historical trajectory from celluloid to digital. Students are exposed to exploration of cinematographic principles and cameraless experiments. Teaching methods include lectures, discussion, readings and screenings focusing on avant-garde film and digital traditions. Students are required to produce final projects deriving or departing from course materials.","This course engages with poetic and experimental image-making, utilizing techniques that trace a historical trajectory from celluloid to digital. Students are exposed to exploration of cinematographic principles and cameraless experiments. Teaching methods include lectures, discussion, readings and screenings focusing on avant-garde film and digital traditions. Students are required to produce final projects deriving or departing from course materials.",58,3.8659222,2.3801568,0,p1014|p1048|p1043|p1040|p1013,Course Descriptions
p1040,Part 10: Majors and Courses,Course Descriptions,MEDIART 302 Contemporary Documentary Film (4 credits),334,"Our subject is the art, content, technology, and life of documentary film. We will study contemporary filmmaking approaches that fall under broad categorization of ""documentary,"" and show how documentary filmmakers choose and interpret their subjects, themes, and points of view. We will analyze the form, technique, and impact of documentary filmmaking. In the process of considering issues of autonomy and power, politics and public policy, we will begin to define the role of documentary art in public dialogue. Although this course does not include instruction in film production, you may well be encouraged to try your hand at documentary filmmaking. In addition to class lectures and screenings, the course may feature guest filmmakers who will introduce their films and follow the screenings with question and answer sessions.","Our subject is the art, content, technology, and life of documentary film. We will study contemporary filmmaking approaches that fall under broad categorization of ""documentary,"" and show how documentary filmmakers choose and interpret their subjects, themes, and points of view. We will analyze the form, technique, and impact of documentary filmmaking. In the process of considering issues of autonomy and power, politics and public policy, we will begin to define the role of documentary art in public dialogue. Although this course does not include instruction in film production, you may well be encouraged to try your hand at documentary filmmaking. In addition to class lectures and screenings, the course may feature guest filmmakers who will introduce their films and follow the screenings with question and answer sessions.",127,3.83596,2.2648447,0,p1043|p1012|p1014|p1041|p1039,Course Descriptions
p1041,Part 10: Majors and Courses,Course Descriptions,MEDIART 303 Documentary Photography and the Cultural Landscape (4 credits),334,"Emphasis on the tradition and practice of documentary photography as a way of seeing and interpreting cultural life. The techniques of color and black-and-white photography - exposure, development, and printing - diverse ways of representing the cultural landscape of the region through photographic imagery. Issues such as objectivity, clarity, politics, memory, autobiography, and local culture play in the making and dissemination of photographs. The course will simultaneously consider image content, representations place, landscape, and culture through documentary image.","Emphasis on the tradition and practice of documentary photography as a way of seeing and interpreting cultural life. The techniques of color and black-and-white photography - exposure, development, and printing - diverse ways of representing the cultural landscape of the region through photographic imagery. Issues such as objectivity, clarity, politics, memory, autobiography, and local culture play in the making and dissemination of photographs. The course will simultaneously consider image content, representations place, landscape, and culture through documentary image.",78,3.597862,2.0859768,0,p1013|p1017|p1040|p0898|p1027,Course Descriptions
p1042,Part 10: Majors and Courses,Course Descriptions,MEDIART 304 The On-Going Moment: Presentations of Time in Still and Moving Images (4 credits),335,"Project-driven studio course exploring time through video and still photography. Management, presentation and trace of time discussed in relation to various forms of art, augmented by examination of concepts of duration, aura, silence and thought as they pertain to still and moving images. Individual and group projects investigate various manifestations of stillness and movement in video and photography, with and without sound. Slices of time in both media examined for their properties of continuity, discontinuity and fissure, with emphasis on rendering meaning in and through time and space.","Project-driven studio course exploring time through video and still photography. Management, presentation and trace of time discussed in relation to various forms of art, augmented by examination of concepts of duration, aura, silence and thought as they pertain to still and moving images. Individual and group projects investigate various manifestations of stillness and movement in video and photography, with and without sound. Slices of time in both media examined for their properties of continuity, discontinuity and fissure, with emphasis on rendering meaning in and through time and space.",88,3.7574868,2.2305543,0,p0571|p1013|p1048|p0895|p1040,Course Descriptions
p1043,Part 10: Majors and Courses,Course Descriptions,MEDIART 305 Producing Docu-Fiction (4 credits),335,"This course investigates hybrid, genre-defying films that question traditional definitions of documentary and fiction. Emphasis on experimental forms, documentary reenactment, mockumentary and dramatized ""true stories."" Students utilize both documentary and fiction production techniques, culminating in the production of a final video project.","This course investigates hybrid, genre-defying films that question traditional definitions of documentary and fiction. Emphasis on experimental forms, documentary reenactment, mockumentary and dramatized ""true stories."" Students utilize both documentary and fiction production techniques, culminating in the production of a final video project.",42,3.9624918,2.34417,0,p1040|p1012|p1039|p0970|p1034,Course Descriptions
p1044,Part 10: Majors and Courses,Course Descriptions,MEDIART 306 Foundations of Interactive Game Design (4 credits),335,"Surveys history, technology, narrative, ethics, and design of interactive computer games. Games as systems of rules, games of emergence and progression, state machines. Game flow, games as systems of pleasure, goals, rewards, reinforcement schedules, fictional and narrative elements of game worlds. Students work in teams to develop novel game-design storyboards and stand-alone games. Exploration of the interplay between narrative, graphics, rule systems, and artificial intelligence in the creation of interactive games. Programming experience not required.","Surveys history, technology, narrative, ethics, and design of interactive computer games. Games as systems of rules, games of emergence and progression, state machines. Game flow, games as systems of pleasure, goals, rewards, reinforcement schedules, fictional and narrative elements of game worlds. Students work in teams to develop novel game-design storyboards and stand-alone games. Exploration of the interplay between narrative, graphics, rule systems, and artificial intelligence in the creation of interactive games. Programming experience not required.",75,3.531703,3.107608,0,p0484|p0837|p0970|p1046|p1049,Course Descriptions
p1045,Part 10: Majors and Courses,Course Descriptions,MEDIART 307 International Communication (4 credits),335,"This course will examine the global effects of media, the flow of information, the controls countries impose on communication systems and the effects of Western dominance on world media systems. The course will introduce students to the key theories, concepts, and practices in the broadly defined international communication. Students will examine the giant media companies around the world and discuss the impact of ownership on media messages. The course will look at how advertising, music and news programs affect more than their intended audiences, and look at how technology is changing the global media picture.","This course will examine the global effects of media, the flow of information, the controls countries impose on communication systems and the effects of Western dominance on world media systems. The course will introduce students to the key theories, concepts, and practices in the broadly defined international communication. Students will examine the giant media companies around the world and discuss the impact of ownership on media messages. The course will look at how advertising, music and news programs affect more than their intended audiences, and look at how technology is changing the global media picture.",95,3.358408,2.4423432,0,p0901|p0563|p1030|p1031|p0777,Course Descriptions
p1046,Part 10: Majors and Courses,Course Descriptions,MEDIART 310 Screenwriting (4 credits),335,"This course introduces students to theory and practice of the process of writing for the screen. We explore visual storytelling and analysis of screenplays and movies in order to develop original stories into screenplay format. Students will learn to recognize and understand proper screenplay format and structure, understand how screenplay writing is a unique style of writing and why, understand character development and power relationships, and have a better understanding of","This course introduces students to theory and practice of the process of writing for the screen. We explore visual storytelling and analysis of screenplays and movies in order to develop original stories into screenplay format. Students will learn to recognize and understand proper screenplay format and structure, understand how screenplay writing is a unique style of writing and why, understand character development and power relationships, and have a better understanding of",71,4.1610703,2.543794,0,p1047|p1029|p0970|p1048|p0944,Course Descriptions
p1047,Part 10: Majors and Courses,Course Descriptions,MEDIART 310 Screenwriting (4 credits),336,"the business of screenwriting. Through the actual writing of a feature length script, students gain hands-on practice on writing and presenting treatments, outlines, scenes, story planning, character development, communicating information, relationships between script and cinematic dimensions, as well as working with studios and editors.","the business of screenwriting. Through the actual writing of a feature length script, students gain hands-on practice on writing and presenting treatments, outlines, scenes, story planning, character development, communicating information, relationships between script and cinematic dimensions, as well as working with studios and editors.",44,4.177156,2.5521543,0,p1046|p1029|p1048|p1012|p0045,Course Descriptions
p1048,Part 10: Majors and Courses,Course Descriptions,MEDIART 311 Cinematography (4 credits),336,"Practice based investigation of cinematographic principles and visual storytelling techniques in motion picture production. Professional practice is informed and contextualized by screenings, readings, workshops, and in and out of class exercises towards the creation of original work in the context of the history of cinematography. Working with both film and video, students learn and apply fundamental techniques of composition, exposure, frame rate, focus pulling, point of view, camera placement and movement, lighting, and framing people and objects.","Practice based investigation of cinematographic principles and visual storytelling techniques in motion picture production. Professional practice is informed and contextualized by screenings, readings, workshops, and in and out of class exercises towards the creation of original work in the context of the history of cinematography. Working with both film and video, students learn and apply fundamental techniques of composition, exposure, frame rate, focus pulling, point of view, camera placement and movement, lighting, and framing people and objects.",77,3.980956,2.422505,0,p1012|p1014|p1039|p1046|p1040,Course Descriptions
p1049,Part 10: Majors and Courses,Course Descriptions,MEDIART 312 Graphic Design in Motion (4 credits),336,"Motion Design is the creation of animated graphics using graphic design, typography, advertising, photography, animation sound and filmmaking. Students learn the latest technology such as After Effects and 3D softwares but it is the creative intent that motivates the acquisition of technical capabilities. We will learn how to work collaboratively with other students with different skill sets. Emphasis will be on design, conceptualization and the ability to communicate ideas.","Motion Design is the creation of animated graphics using graphic design, typography, advertising, photography, animation sound and filmmaking. Students learn the latest technology such as After Effects and 3D softwares but it is the creative intent that motivates the acquisition of technical capabilities. We will learn how to work collaboratively with other students with different skill sets. Emphasis will be on design, conceptualization and the ability to communicate ideas.",69,3.654902,3.0818024,0,p1050|p1048|p0925|p0923|p0970,Course Descriptions
p1050,Part 10: Majors and Courses,Course Descriptions,MEDIART 312 Graphic Design in Motion (4 credits),336,"The course enables students to learn the language and principles of graphic design, to develop a method for solving design problems, to communicate ideas effectively and to create professional quality motion design such as title sequences, logo animation, news reel, that can be integrated into film, life performance or web, using the latest technology combining softwares like After Effects, editing software (Premier or Final Cut Pro) and 3D software, and by creating style frames and storyboards. Familiarity with Photoshop and Illustrator is helpful but not required.","The course enables students to learn the language and principles of graphic design, to develop a method for solving design problems, to communicate ideas effectively and to create professional quality motion design such as title sequences, logo animation, news reel, that can be integrated into film, life performance or web, using the latest technology combining softwares like After Effects, editing software (Premier or Final Cut Pro) and 3D software, and by creating style frames and storyboards. Familiarity with Photoshop and Illustrator is helpful but not required.",86,3.5719757,3.2383351,0,p1049|p1028|p1034|p0697|p1012,Course Descriptions
p1051,Part 10: Majors and Courses,Course Descriptions,MEDIART 313 Sports Documentary (4 credits),336,"Sports documentaries have a long legacy of excellent storytelling that is used to discuss deep rooted social problems by adding emotional and dramatic power. This class will examine themes ranging from climate change, identity, domestic abuse, institutional cover ups, and systemic racism, to the intersection of sports, crime, and politics. We will discuss the mechanisms used in sports documentary storytelling to explore different traditions in documentary filmmaking as a whole. Screenings and readings will reinforce practice exercises towards the production of your own documentary.","Sports documentaries have a long legacy of excellent storytelling that is used to discuss deep rooted social problems by adding emotional and dramatic power. This class will examine themes ranging from climate change, identity, domestic abuse, institutional cover ups, and systemic racism, to the intersection of sports, crime, and politics. We will discuss the mechanisms used in sports documentary storytelling to explore different traditions in documentary filmmaking as a whole. Screenings and readings will reinforce practice exercises towards the production of your own documentary.",84,3.518427,1.9900438,0,p1021|p1040|p1043|p1041|p0970,Course Descriptions
p1052,Part 10: Majors and Courses,Course Descriptions,MEDIART 313 Sports Documentary (4 credits),336,This seminar is a core component of the interdisciplinary major in Media and Arts. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the,This seminar is a core component of the interdisciplinary major in Media and Arts. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the,77,2.7646122,2.6757152,0,p1054|p0743|p1293|p1294|p0741,Course Descriptions
p1053,Part 10: Majors and Courses,Course Descriptions,MEDIART 313 Sports Documentary (4 credits),337,ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all juniors in the major. Other students may enroll with the permission of the instructor.,ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all juniors in the major. Other students may enroll with the permission of the instructor.,39,2.5022542,2.9431176,7,p0742|p1293|p0928|p1294|p0809,Course Descriptions
p1054,Part 10: Majors and Courses,Course Descriptions,MEDIART 490 Senior Seminar: Advanced Topics (4 credits),337,This seminar is a core component of the interdisciplinary major in Media and Arts. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,This seminar is a core component of the interdisciplinary major in Media and Arts. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all seniors in the major. Other students may enroll with the permission of the instructor.,116,2.543865,2.9056888,0,p1052|p0743|p1294|p1293|p0928,Course Descriptions
p1055,Part 10: Majors and Courses,Course Descriptions,MILITSCI 101: Military Theory (2 credits),338,"A lecture course in the field of national defenses and security that includes the national defenses and security of China, international strategic environment, modernized and high-tech equipment, and military thinking.","A lecture course in the field of national defenses and security that includes the national defenses and security of China, international strategic environment, modernized and high-tech equipment, and military thinking.",30,1.8782065,0.18818045,4,p0875|p0682|p0821|p0683|p1157,Course Descriptions
p1056,Part 10: Majors and Courses,Course Descriptions,MILITSCI 102: Military Skills Practice (2 credits),338,"A physical practice course which includes formation training, common regulations for military study, physical training, combat training, tactical training, marching, orienteering, mapping, and first aid training. Closed by a military parade.","A physical practice course which includes formation training, common regulations for military study, physical training, combat training, tactical training, marching, orienteering, mapping, and first aid training. Closed by a military parade.",31,7.4589887,0.77750444,7,p1328|p1109|p1116|p1124|p1127,Course Descriptions
p1057,Part 10: Majors and Courses,Course Descriptions,MUSIC 20 Introduction to Music Theory (Beginning) (4 credits),339,Credit for Advanced Placement on the basis of the College Board Examination in Music.,Credit for Advanced Placement on the basis of the College Board Examination in Music.,14,7.352671,8.224979,3,p0772|p0592|p0771|p0860|p1268,Course Descriptions
p1058,Part 10: Majors and Courses,Course Descriptions,"MUSIC 115 Chorale (2 credits, CR/NC grading)",339,"Singing is a beautiful way to relax and express your feeling. Chorale singing is much more fantastic and powerful than solo singing. This course will form a Duke Kunshan University Choir, and encourage the students to explore the essence of chorale. The students will be assigned in different vocal parts according to their voice range and timbre, but sing together as a whole. Students are required to join the classes /rehearsals once a week, then will get a chance to perform at the end of the term. Besides that, our DKU Choir will be invited to perform at various venues in Kunshan and Shanghai City for some special events occasionally. This course will invite choreographers to coach the students if the repertoire requires some body movements. This course may be repeated for credit.","Singing is a beautiful way to relax and express your feeling. Chorale singing is much more fantastic and powerful than solo singing. This course will form a Duke Kunshan University Choir, and encourage the students to explore the essence of chorale. The students will be assigned in different vocal parts according to their voice range and timbre, but sing together as a whole. Students are required to join the classes /rehearsals once a week, then will get a chance to perform at the end of the term. Besides that, our DKU Choir will be invited to perform at various venues in Kunshan and Shanghai City for some special events occasionally. This course will invite choreographers to coach the students if the repertoire requires some body movements. This course may be repeated for credit.",133,6.9277744,3.0403683,6,p0423|p0430|p1059|p0000|p0429,Course Descriptions
p1059,Part 10: Majors and Courses,Course Descriptions,"MUSIC 210 Chamber Ensemble (2 credits, CR/NC grading)",339,"Music is said to be the universal language. This course is designed for students to utilize their knowledge of this language to further their understanding of this performing art and gain a deeper insight into group performance. Students will explore new or old repertoire with fellow musicians during the course of the term under the guidance of the instructor, and will perform in various venues around Kunshan and Shanghai area. Students are required to join weekly rehearsals with assigned groups and all groups will perform in a concert at the end of the term. This course will also invite guest musicians as coaches to help each individual group. Previous experience in learning and performing a musical instrument is recommended. This course may be repeated for credit.","Music is said to be the universal language. This course is designed for students to utilize their knowledge of this language to further their understanding of this performing art and gain a deeper insight into group performance. Students will explore new or old repertoire with fellow musicians during the course of the term under the guidance of the instructor, and will perform in various venues around Kunshan and Shanghai area. Students are required to join weekly rehearsals with assigned groups and all groups will perform in a concert at the end of the term. This course will also invite guest musicians as coaches to help each individual group. Previous experience in learning and performing a musical instrument is recommended. This course may be repeated for credit.",126,5.0663633,1.6704081,7,p1084|p1058|p1130|p0711|p1286,Course Descriptions
p1060,Part 10: Majors and Courses,Course Descriptions,NEUROSCI 102 Biological Basis of Behavior (4 credits),340,"An introduction to the methods, models, and reasoning that have led to discoveries about brainbehavior relations, and a critical evaluation of the current theories that guide our thinking about the neurobiology, development and evolution of sensory and cognitive processes, sleep, pain, emotion, hunger, and thirst as well as maternal and sexual behavior patterns.","An introduction to the methods, models, and reasoning that have led to discoveries about brainbehavior relations, and a critical evaluation of the current theories that guide our thinking about the neurobiology, development and evolution of sensory and cognitive processes, sleep, pain, emotion, hunger, and thirst as well as maternal and sexual behavior patterns.",53,0.7313376,3.6485553,1,p1061|p0601|p0600|p1062|p0602,Course Descriptions
p1061,Part 10: Majors and Courses,Course Descriptions,NEUROSCI 202 Medical Neuroscience (4 credits),340,"Examines the functional organization and neurophysiology of the human central nervous system, with a neurobiological framework for understanding human behavior. Students learn the anatomy and function of neural systems in the brain and spinal cord that mediate sensation, motivate bodily action, and integrate sensorimotor signals with memory, emotion, and related cognitive faculties. Provides the foundation for neurological sciences, including understanding the impairments of sensation, action, and cognition that accompany injury, disease, or dysfunction in the human central nervous system.","Examines the functional organization and neurophysiology of the human central nervous system, with a neurobiological framework for understanding human behavior. Students learn the anatomy and function of neural systems in the brain and spinal cord that mediate sensation, motivate bodily action, and integrate sensorimotor signals with memory, emotion, and related cognitive faculties. Provides the foundation for neurological sciences, including understanding the impairments of sensation, action, and cognition that accompany injury, disease, or dysfunction in the human central nervous system.",79,0.64841336,3.810909,1,p1062|p0602|p0601|p1060|p0856,Course Descriptions
p1062,Part 10: Majors and Courses,Course Descriptions,NEUROSCI 212 Cognitive Neuroscience (4 credits),340,"The biological bases of higher brain function, including perception, attention, memory, language, emotion, executive functions and consciousness. Emphasis on human brain function at the macroscopic network-level, and the current theories and controversies in this rapidly growing field.","The biological bases of higher brain function, including perception, attention, memory, language, emotion, executive functions and consciousness. Emphasis on human brain function at the macroscopic network-level, and the current theories and controversies in this rapidly growing field.",37,0.6534133,3.7628489,1,p1061|p1181|p0601|p1060|p0602,Course Descriptions
p1063,Part 10: Majors and Courses,Course Descriptions,NEUROSCI 301 Research Methods in Neuroscience (4 credits),340,"Explore the wide spectrum of methods commonly used in the field of neuroscience, ranging from molecular/genetic to electrophysiology and whole brain imaging. Multiple units of this team-based learning course will include interaction with a scientist currently practicing the technique.","Explore the wide spectrum of methods commonly used in the field of neuroscience, ranging from molecular/genetic to electrophysiology and whole brain imaging. Multiple units of this team-based learning course will include interaction with a scientist currently practicing the technique.",39,0.7067403,3.8547964,7,p0602|p1061|p1094|p0600|p1181,Course Descriptions
p1064,Part 10: Majors and Courses,Course Descriptions,PHIL 101 Introduction to Western Philosophy (4 credits),341,"This course focuses on the origins of the European philosophical tradition, with an emphasis on metaphysics, theory of knowledge, ethics and politics. The course reads primary texts of Plato, Aristotle, Lucretius and Epicurus and other key western thinkers in English translation. The course examines the significance of these key approaches to philosophy in the later development of the European philosophical tradition, and considers their relevance for the contemporary global context.","This course focuses on the origins of the European philosophical tradition, with an emphasis on metaphysics, theory of knowledge, ethics and politics. The course reads primary texts of Plato, Aristotle, Lucretius and Epicurus and other key western thinkers in English translation. The course examines the significance of these key approaches to philosophy in the later development of the European philosophical tradition, and considers their relevance for the contemporary global context.",70,2.3499246,1.7392353,5,p1067|p1066|p1068|p1265|p1074,Course Descriptions
p1065,Part 10: Majors and Courses,Course Descriptions,PHIL 102 Introduction to Classical Chinese Philosophy (4 credits),341,"This course introduces the foundations of Chinese thought with a focus on the Warring States period (475-221 B.C.E.), a period in which schools of thought like Confucianism, Mohism, and Daoism originally flourished. Students will read selections from the most famous classical Chinese philosophy texts in English translation. The course emphasizes close reading of texts, with a view to understanding their key concepts and issues, as well as forms of argumentation. In so doing, students will think through the key questions that animated intense debate between key schools of philosophy, and examine how these key debates have influenced the development of Chinese culture right through to the present day.","This course introduces the foundations of Chinese thought with a focus on the Warring States period (475-221 B.C.E.), a period in which schools of thought like Confucianism, Mohism, and Daoism originally flourished. Students will read selections from the most famous classical Chinese philosophy texts in English translation. The course emphasizes close reading of texts, with a view to understanding their key concepts and issues, as well as forms of argumentation. In so doing, students will think through the key questions that animated intense debate between key schools of philosophy, and examine how these key debates have influenced the development of Chinese culture right through to the present day.",108,3.813455,-0.16562074,4,p0864|p0679|p0833|p0682|p0867,Course Descriptions
p1066,Part 10: Majors and Courses,Course Descriptions,PHIL 103 Chinese and Mediterranean Philosophy (4 credits),341,"The early Mediterranean civilizations (Mesopotamia, Egypt, Greece, Rome) and dynastic China have been profoundly influential in the development of world civilizations, and in how human civilization is conceived. How do they compare in their traditions of thought about how one ought to live, theories of government and governance, and methods and aims in study of the natural world? This course offers a basic introduction to early Chinese and Western thought through examination of selected primary texts in English translation. As well as analyzing these approaches to philosophy in their historical and cultural context, the course debates their continuing relevance in a global context.","The early Mediterranean civilizations (Mesopotamia, Egypt, Greece, Rome) and dynastic China have been profoundly influential in the development of world civilizations, and in how human civilization is conceived. How do they compare in their traditions of thought about how one ought to live, theories of government and governance, and methods and aims in study of the natural world? This course offers a basic introduction to early Chinese and Western thought through examination of selected primary texts in English translation. As well as analyzing these approaches to philosophy in their historical and cultural context, the course debates their continuing relevance in a global context.",103,3.6613111,-0.05409164,4,p1065|p0867|p0833|p1064|p0816,Course Descriptions
p1067,Part 10: Majors and Courses,Course Descriptions,PHIL 105 History of Modern European Philosophy (4 credits),341,"Modern European philosophy centers on the theories of knowledge, morality and metaphysics of key thinkers of the 17thand 18th-centuries, notably Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, and Kant. Together, these thinkers brought to birth a distinctively European approach to humanism, in dialog with science and reason, that has resonated powerfully across the world. This course examines their key arguments by reading selected primary texts, and debates their continued relevance in the contemporary world.","Modern European philosophy centers on the theories of knowledge, morality and metaphysics of key thinkers of the 17thand 18th-centuries, notably Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, and Kant. Together, these thinkers brought to birth a distinctively European approach to humanism, in dialog with science and reason, that has resonated powerfully across the world. This course examines their key arguments by reading selected primary texts, and debates their continued relevance in the contemporary world.",73,2.119855,1.6490262,5,p1064|p1242|p1265|p1066|p0958,Course Descriptions
p1068,Part 10: Majors and Courses,Course Descriptions,PHIL 106 Global Philosophy (4 credits),342,The Global Philosophy course offers a gateway for students to critically engage with the diverse philosophical traditions that inform the making of the increasingly pluralistic modern world. The aim of the course is to cultivate deep appreciation of diversity and to help students develop a culturally sensible map of the world’s philosophical traditions that will help them deal with the compelling challenges in this multicultural age.,The Global Philosophy course offers a gateway for students to critically engage with the diverse philosophical traditions that inform the making of the increasingly pluralistic modern world. The aim of the course is to cultivate deep appreciation of diversity and to help students develop a culturally sensible map of the world’s philosophical traditions that will help them deal with the compelling challenges in this multicultural age.,66,2.1783042,1.5334284,5,p0542|p0836|p1177|p0840|p0543,Course Descriptions
p1069,Part 10: Majors and Courses,Course Descriptions,PHIL 107 What’s the Right Thing to Do? Ethics and Justice in the Modern World (4 credits),342,"This course examines classical and contemporary theories of justice in Western philosophical ethics and applies them to modern dilemmas that have dominated political and cultural conflict in the modern West. These topics include questions of economic justice in relation to capitalism and communism; the question of human rights as a supreme and universal value that cuts across all social and cultural contexts; the profound challenges of slavery, colonialism and racial justice that haunt American politics in the present day; the continuing quest for gender equality; and contemporary issues of gender politics including same-sex marriage and the recognition of transgender and nonbinary identities.","This course examines classical and contemporary theories of justice in Western philosophical ethics and applies them to modern dilemmas that have dominated political and cultural conflict in the modern West. These topics include questions of economic justice in relation to capitalism and communism; the question of human rights as a supreme and universal value that cuts across all social and cultural contexts; the profound challenges of slavery, colonialism and racial justice that haunt American politics in the present day; the continuing quest for gender equality; and contemporary issues of gender politics including same-sex marriage and the recognition of transgender and nonbinary identities.",102,0.68925405,1.1152828,5,p0940|p0939|p1151|p0801|p0718,Course Descriptions
p1070,Part 10: Majors and Courses,Course Descriptions,PHIL 108 Philosophy and Ethics of Artificial Intelligence (2 credits),342,"Recent progress in Artificial Intelligence, via machine learning techniques that leverage big data, has made breakthroughs in a variety of domains. While some believe AI is still nothing but a tool, others believe we are on the verge of a technological singularity – the invention of an artificial superintelligence that will trigger exponential technological advancement that will change humanity in unpredictable ways. In this course we will begin with philosophical reflection on the nature of AI and then consider ethical issues that lie on a spectrum from highly speculative projections regarding the future of AI to highly practical issues that are being generated by actual AI applications being deployed today: internet usage, profiling, and autonomous vehicles among others.","Recent progress in Artificial Intelligence, via machine learning techniques that leverage big data, has made breakthroughs in a variety of domains. While some believe AI is still nothing but a tool, others believe we are on the verge of a technological singularity – the invention of an artificial superintelligence that will trigger exponential technological advancement that will change humanity in unpredictable ways. In this course we will begin with philosophical reflection on the nature of AI and then consider ethical issues that lie on a spectrum from highly speculative projections regarding the future of AI to highly practical issues that are being generated by actual AI applications being deployed today: internet usage, profiling, and autonomous vehicles among others.",118,1.8165592,3.5475032,1,p0751|p0922|p1272|p1250|p0957,Course Descriptions
p1071,Part 10: Majors and Courses,Course Descriptions,PHIL 109 Philosophy through Computer Science (2 credits),342,"In this class we will explore several classic philosophical issues by learning how to program in Python. This is made possible by the close affinity that is shared between a number of computational concepts and their philosophical counterparts. For example, the concept of recursion can help us think about the existence of God by way of infinity. Completing this class will give you rudimentary Python programming skills and the ability to critically engage several philosophical issues. The ideal student will have an interest in both disciplines but have no prior knowledge of either.","In this class we will explore several classic philosophical issues by learning how to program in Python. This is made possible by the close affinity that is shared between a number of computational concepts and their philosophical counterparts. For example, the concept of recursion can help us think about the existence of God by way of infinity. Completing this class will give you rudimentary Python programming skills and the ability to critically engage several philosophical issues. The ideal student will have an interest in both disciplines but have no prior knowledge of either.",93,2.500408,4.3275476,1,p0921|p0689|p0459|p0691|p0696,Course Descriptions
p1072,Part 10: Majors and Courses,Course Descriptions,PHIL 110 Philosophy and Sport (2 credits),343,"Philosophical questions arise frequently in sporting contexts, and pursuing those questions can be profitable in both directions: on the one hand, emerging issues in sport often require philosophical engagement in order to make progress on a question of practical importance, while on the other hand, reexamining and deploying concepts and theories in the sporting context can helpfully reshape our thinking. The pivotal concepts at the core of this course are fairness and exploitation. We’ll examine these concepts through a combination of great works in the history of philosophy, contemporary work in analytic philosophy, and recent sporting controversies","Philosophical questions arise frequently in sporting contexts, and pursuing those questions can be profitable in both directions: on the one hand, emerging issues in sport often require philosophical engagement in order to make progress on a question of practical importance, while on the other hand, reexamining and deploying concepts and theories in the sporting context can helpfully reshape our thinking. The pivotal concepts at the core of this course are fairness and exploitation. We’ll examine these concepts through a combination of great works in the history of philosophy, contemporary work in analytic philosophy, and recent sporting controversies",97,2.6589,1.9910389,5,p1051|p1064|p1074|p0600|p1052,Course Descriptions
p1073,Part 10: Majors and Courses,Course Descriptions,PHIL 111 Non-Human Animal Ethics (2 credits),343,"This course examines the morality of our treatment of nonhuman animals. We will start by considering the cognitive and emotional capacities of some nonhuman animals. After that, the course will be divided into 3 units. Unit 1 will cover ethical questions surrounding the use of animals for food. Unit 2, on animal companionship, will consider what moral responsibilities we have to our animal companions, and how they compare to the responsibilities we have towards our human friends. Finally, Unit 3, on animal captivity, will address moral issues associated with the human practice of using animals for the purpose of entertainment.","This course examines the morality of our treatment of nonhuman animals. We will start by considering the cognitive and emotional capacities of some nonhuman animals. After that, the course will be divided into 3 units. Unit 1 will cover ethical questions surrounding the use of animals for food. Unit 2, on animal companionship, will consider what moral responsibilities we have to our animal companions, and how they compare to the responsibilities we have towards our human friends. Finally, Unit 3, on animal captivity, will address moral issues associated with the human practice of using animals for the purpose of entertainment.",100,-0.27031156,2.2499485,5,p0803|p1239|p0599|p1241|p0808,Course Descriptions
